PROVRES,ANIO,SEXO,EDAD_MIN,POBLACION
2,2005,1,0,21929
2,2005,1,1,190415
2,2005,1,10,95994
2,2005,1,15,99784
2,2005,1,20,111726
2,2005,1,25,116490
2,2005,1,30,117011
2,2005,1,35,105455
2,2005,1,40,85885
2,2005,1,45,78726
2,2005,1,50,76659
2,2005,1,55,70233
2,2005,1,60,63364
2,2005,1,65,53532
2,2005,1,70,42547
2,2005,1,75,32679
2,2005,1,80,43137
2,2005,2,0,20694
2,2005,2,1,181131
2,2005,2,10,94500
2,2005,2,15,101258
2,2005,2,20,116572
2,2005,2,25,122615
2,2005,2,30,123148
2,2005,2,35,112931
2,2005,2,40,95002
2,2005,2,45,90855
2,2005,2,50,92557
2,2005,2,55,88716
2,2005,2,60,84016
2,2005,2,65,75282
2,2005,2,70,65286
2,2005,2,75,56642
2,2005,2,80,101710
2,2006,1,0,21929
2,2006,1,1,190415
2,2006,1,10,95994
2,2006,1,15,99784
2,2006,1,20,111726
2,2006,1,25,116490
2,2006,1,30,117011
2,2006,1,35,105455
2,2006,1,40,85885
2,2006,1,45,78726
2,2006,1,50,76659
2,2006,1,55,70233
2,2006,1,60,63364
2,2006,1,65,53532
2,2006,1,70,42547
2,2006,1,75,32679
2,2006,1,80,43137
2,2006,2,0,20694
2,2006,2,1,181131
2,2006,2,10,94500
2,2006,2,15,101258
2,2006,2,20,116572
2,2006,2,25,122615
2,2006,2,30,123148
2,2006,2,35,112931
2,2006,2,40,95002
2,2006,2,45,90855
2,2006,2,50,92557
2,2006,2,55,88716
2,2006,2,60,84016
2,2006,2,65,75282
2,2006,2,70,65286
2,2006,2,75,56642
2,2006,2,80,101710
2,2007,1,0,21929
2,2007,1,1,190415
2,2007,1,10,95994
2,2007,1,15,99784
2,2007,1,20,111726
2,2007,1,25,116490
2,2007,1,30,117011
2,2007,1,35,105455
2,2007,1,40,85885
2,2007,1,45,78726
2,2007,1,50,76659
2,2007,1,55,70233
2,2007,1,60,63364
2,2007,1,65,53532
2,2007,1,70,42547
2,2007,1,75,32679
2,2007,1,80,43137
2,2007,2,0,20694
2,2007,2,1,181131
2,2007,2,10,94500
2,2007,2,15,101258
2,2007,2,20,116572
2,2007,2,25,122615
2,2007,2,30,123148
2,2007,2,35,112931
2,2007,2,40,95002
2,2007,2,45,90855
2,2007,2,50,92557
2,2007,2,55,88716
2,2007,2,60,84016
2,2007,2,65,75282
2,2007,2,70,65286
2,2007,2,75,56642
2,2007,2,80,101710
2,2008,1,0,21929
2,2008,1,1,190415
2,2008,1,10,95994
2,2008,1,15,99784
2,2008,1,20,111726
2,2008,1,25,116490
2,2008,1,30,117011
2,2008,1,35,105455
2,2008,1,40,85885
2,2008,1,45,78726
2,2008,1,50,76659
2,2008,1,55,70233
2,2008,1,60,63364
2,2008,1,65,53532
2,2008,1,70,42547
2,2008,1,75,32679
2,2008,1,80,43137
2,2008,2,0,20694
2,2008,2,1,181131
2,2008,2,10,94500
2,2008,2,15,101258
2,2008,2,20,116572
2,2008,2,25,122615
2,2008,2,30,123148
2,2008,2,35,112931
2,2008,2,40,95002
2,2008,2,45,90855
2,2008,2,50,92557
2,2008,2,55,88716
2,2008,2,60,84016
2,2008,2,65,75282
2,2008,2,70,65286
2,2008,2,75,56642
2,2008,2,80,101710
2,2009,1,0,21929
2,2009,1,1,190415
2,2009,1,10,95994
2,2009,1,15,99784
2,2009,1,20,111726
2,2009,1,25,116490
2,2009,1,30,117011
2,2009,1,35,105455
2,2009,1,40,85885
2,2009,1,45,78726
2,2009,1,50,76659
2,2009,1,55,70233
2,2009,1,60,63364
2,2009,1,65,53532
2,2009,1,70,42547
2,2009,1,75,32679
2,2009,1,80,43137
2,2009,2,0,20694
2,2009,2,1,181131
2,2009,2,10,94500
2,2009,2,15,101258
2,2009,2,20,116572
2,2009,2,25,122615
2,2009,2,30,123148
2,2009,2,35,112931
2,2009,2,40,95002
2,2009,2,45,90855
2,2009,2,50,92557
2,2009,2,55,88716
2,2009,2,60,84016
2,2009,2,65,75282
2,2009,2,70,65286
2,2009,2,75,56642
2,2009,2,80,101710
2,2010,1,0,21929
2,2010,1,1,190415
2,2010,1,10,95994
2,2010,1,15,99784
2,2010,1,20,111726
2,2010,1,25,116490
2,2010,1,30,117011
2,2010,1,35,105455
2,2010,1,40,85885
2,2010,1,45,78726
2,2010,1,50,76659
2,2010,1,55,70233
2,2010,1,60,63364
2,2010,1,65,53532
2,2010,1,70,42547
2,2010,1,75,32679
2,2010,1,80,43137
2,2010,2,0,20694
2,2010,2,1,181131
2,2010,2,10,94500
2,2010,2,15,101258
2,2010,2,20,116572
2,2010,2,25,122615
2,2010,2,30,123148
2,2010,2,35,112931
2,2010,2,40,95002
2,2010,2,45,90855
2,2010,2,50,92557
2,2010,2,55,88716
2,2010,2,60,84016
2,2010,2,65,75282
2,2010,2,70,65286
2,2010,2,75,56642
2,2010,2,80,101710
2,2011,1,0,21814
2,2011,1,1,191752
2,2011,1,10,95303
2,2011,1,15,98932
2,2011,1,20,109330
2,2011,1,25,116655
2,2011,1,30,117178
2,2011,1,35,107828
2,2011,1,40,88295
2,2011,1,45,78758
2,2011,1,50,76539
2,2011,1,55,70650
2,2011,1,60,63724
2,2011,1,65,54207
2,2011,1,70,43036
2,2011,1,75,32410
2,2011,1,80,43424
2,2011,2,0,20561
2,2011,2,1,182020
2,2011,2,10,93350
2,2011,2,15,99963
2,2011,2,20,113937
2,2011,2,25,122744
2,2011,2,30,123221
2,2011,2,35,115007
2,2011,2,40,97287
2,2011,2,45,90367
2,2011,2,50,92005
2,2011,2,55,89018
2,2011,2,60,84385
2,2011,2,65,76203
2,2011,2,70,65923
2,2011,2,75,56019
2,2011,2,80,101794
2,2012,1,0,21719
2,2012,1,1,192906
2,2012,1,10,95051
2,2012,1,15,97944
2,2012,1,20,106648
2,2012,1,25,117073
2,2012,1,30,116887
2,2012,1,35,109799
2,2012,1,40,91337
2,2012,1,45,78941
2,2012,1,50,76221
2,2012,1,55,71187
2,2012,1,60,63973
2,2012,1,65,54889
2,2012,1,70,43614
2,2012,1,75,32387
2,2012,1,80,43529
2,2012,2,0,20457
2,2012,2,1,182817
2,2012,2,10,92628
2,2012,2,15,98531
2,2012,2,20,110889
2,2012,2,25,123148
2,2012,2,30,122912
2,2012,2,35,116659
2,2012,2,40,100213
2,2012,2,45,90102
2,2012,2,50,91164
2,2012,2,55,89419
2,2012,2,60,84585
2,2012,2,65,77118
2,2012,2,70,66671
2,2012,2,75,55923
2,2012,2,80,101519
2,2013,1,0,21655
2,2013,1,1,193217
2,2013,1,10,95851
2,2013,1,15,96818
2,2013,1,20,104110
2,2013,1,25,117246
2,2013,1,30,116349
2,2013,1,35,111330
2,2013,1,40,94699
2,2013,1,45,79438
2,2013,1,50,75821
2,2013,1,55,71739
2,2013,1,60,64174
2,2013,1,65,55541
2,2013,1,70,44250
2,2013,1,75,32565
2,2013,1,80,43536
2,2013,2,0,20393
2,2013,2,1,182890
2,2013,2,10,92922
2,2013,2,15,96960
2,2013,2,20,107904
2,2013,2,25,123291
2,2013,2,30,122399
2,2013,2,35,117873
2,2013,2,40,103449
2,2013,2,45,90235
2,2013,2,50,90183
2,2013,2,55,89792
2,2013,2,60,84693
2,2013,2,65,77973
2,2013,2,70,67500
2,2013,2,75,56207
2,2013,2,80,101073
2,2014,1,0,21621
2,2014,1,1,192856
2,2014,1,10,97400
2,2014,1,15,95665
2,2014,1,20,102269
2,2014,1,25,116485
2,2014,1,30,115857
2,2014,1,35,112414
2,2014,1,40,97952
2,2014,1,45,80461
2,2014,1,50,75500
2,2014,1,55,72153
2,2014,1,60,64412
2,2014,1,65,56133
2,2014,1,70,44911
2,2014,1,75,32881
2,2014,1,80,43537
2,2014,2,0,20369
2,2014,2,1,182335
2,2014,2,10,94002
2,2014,2,15,95355
2,2014,2,20,105602
2,2014,2,25,122445
2,2014,2,30,121920
2,2014,2,35,118694
2,2014,2,40,106534
2,2014,2,45,90979
2,2014,2,50,89266
2,2014,2,55,89956
2,2014,2,60,84813
2,2014,2,65,78710
2,2014,2,70,68380
2,2014,2,75,56699
2,2014,2,80,100663
2,2015,1,0,21605
2,2015,1,1,192098
2,2015,1,10,99209
2,2015,1,15,94542
2,2015,1,20,101659
2,2015,1,25,114348
2,2015,1,30,115593
2,2015,1,35,113058
2,2015,1,40,100781
2,2015,1,45,82119
2,2015,1,50,75390
2,2015,1,55,72336
2,2015,1,60,64734
2,2015,1,65,56648
2,2015,1,70,45576
2,2015,1,75,33294
2,2015,1,80,43592
2,2015,2,0,20372
2,2015,2,1,181425
2,2015,2,10,95386
2,2015,2,15,93774
2,2015,2,20,104551
2,2015,2,25,120145
2,2015,2,30,121628
2,2015,2,35,119149
2,2015,2,40,109121
2,2015,2,45,92461
2,2015,2,50,88576
2,2015,2,55,89797
2,2015,2,60,85013
2,2015,2,65,79293
2,2015,2,70,69286
2,2015,2,75,57281
2,2015,2,80,100427
2,2016,1,0,21532
2,2016,1,1,191219
2,2016,1,10,100984
2,2016,1,15,93832
2,2016,1,20,100772
2,2016,1,25,111917
2,2016,1,30,115724
2,2016,1,35,113211
2,2016,1,40,103127
2,2016,1,45,84506
2,2016,1,50,75444
2,2016,1,55,72268
2,2016,1,60,65192
2,2016,1,65,57050
2,2016,1,70,46250
2,2016,1,75,33785
2,2016,1,80,43718
2,2016,2,0,20302
2,2016,2,1,180466
2,2016,2,10,96783
2,2016,2,15,92599
2,2016,2,20,103211
2,2016,2,25,117460
2,2016,2,30,121721
2,2016,2,35,119198
2,2016,2,40,111175
2,2016,2,45,94727
2,2016,2,50,88106
2,2016,2,55,89280
2,2016,2,60,85347
2,2016,2,65,79694
2,2016,2,70,70201
2,2016,2,75,57941
2,2016,2,80,100380
2,2017,1,0,21432
2,2017,1,1,190327
2,2017,1,10,102495
2,2017,1,15,93562
2,2017,1,20,99750
2,2017,1,25,109196
2,2017,1,30,116112
2,2017,1,35,112904
2,2017,1,40,105082
2,2017,1,45,87512
2,2017,1,50,75645
2,2017,1,55,72005
2,2017,1,60,65761
2,2017,1,65,57354
2,2017,1,70,46928
2,2017,1,75,34344
2,2017,1,80,43914
2,2017,2,0,20207
2,2017,2,1,179542
2,2017,2,10,97972
2,2017,2,15,91854
2,2017,2,20,101733
2,2017,2,25,114365
2,2017,2,30,122088
2,2017,2,35,118864
2,2017,2,40,112809
2,2017,2,45,97628
2,2017,2,50,87851
2,2017,2,55,88481
2,2017,2,60,85774
2,2017,2,65,79929
2,2017,2,70,71114
2,2017,2,75,58700
2,2017,2,80,100494
2,2018,1,0,21309
2,2018,1,1,189494
2,2018,1,10,103042
2,2018,1,15,94342
2,2018,1,20,98589
2,2018,1,25,106619
2,2018,1,30,116251
2,2018,1,35,112354
2,2018,1,40,106598
2,2018,1,45,90836
2,2018,1,50,76151
2,2018,1,55,71665
2,2018,1,60,66342
2,2018,1,65,57610
2,2018,1,70,47577
2,2018,1,75,34952
2,2018,1,80,44205
2,2018,2,0,20089
2,2018,2,1,178732
2,2018,2,10,98279
2,2018,2,15,92118
2,2018,2,20,100120
2,2018,2,25,111328
2,2018,2,30,122194
2,2018,2,35,118330
2,2018,2,40,114001
2,2018,2,45,100838
2,2018,2,50,87990
2,2018,2,55,87545
2,2018,2,60,86172
2,2018,2,65,80077
2,2018,2,70,71969
2,2018,2,75,59528
2,2018,2,80,100797
2,2019,1,0,21165
2,2019,1,1,188732
2,2019,1,10,102793
2,2019,1,15,95868
2,2019,1,20,97401
2,2019,1,25,104740
2,2019,1,30,115461
2,2019,1,35,111850
2,2019,1,40,107667
2,2019,1,45,94051
2,2019,1,50,77175
2,2019,1,55,71396
2,2019,1,60,66791
2,2019,1,65,57902
2,2019,1,70,48174
2,2019,1,75,35577
2,2019,1,80,44607
2,2019,2,0,19952
2,2019,2,1,178044
2,2019,2,10,97797
2,2019,2,15,93172
2,2019,2,20,98468
2,2019,2,25,108977
2,2019,2,30,121309
2,2019,2,35,117829
2,2019,2,40,114806
2,2019,2,45,103896
2,2019,2,50,88733
2,2019,2,55,86668
2,2019,2,60,86367
2,2019,2,65,80234
2,2019,2,70,72710
2,2019,2,75,60399
2,2019,2,80,101318
2,2020,1,0,21003
2,2020,1,1,187985
2,2020,1,10,102081
2,2020,1,15,97651
2,2020,1,20,96245
2,2020,1,25,104083
2,2020,1,30,113301
2,2020,1,35,111570
2,2020,1,40,108302
2,2020,1,45,96849
2,2020,1,50,78818
2,2020,1,55,71332
2,2020,1,60,67020
2,2020,1,65,58266
2,2020,1,70,48705
2,2020,1,75,36206
2,2020,1,80,45128
2,2020,2,0,19798
2,2020,2,1,177421
2,2020,2,10,96854
2,2020,2,15,94528
2,2020,2,20,96843
2,2020,2,25,107870
2,2020,2,30,118974
2,2020,2,35,117515
2,2020,2,40,115246
2,2020,2,45,106457
2,2020,2,50,90209
2,2020,2,55,86011
2,2020,2,60,86245
2,2020,2,65,80469
2,2020,2,70,73307
2,2020,2,75,61295
2,2020,2,80,102059
2,2021,1,0,20825
2,2021,1,1,186893
2,2021,1,10,101471
2,2021,1,15,99403
2,2021,1,20,95498
2,2021,1,25,103150
2,2021,1,30,110846
2,2021,1,35,111684
2,2021,1,40,108450
2,2021,1,45,99170
2,2021,1,50,81174
2,2021,1,55,71425
2,2021,1,60,67011
2,2021,1,65,58758
2,2021,1,70,49130
2,2021,1,75,36842
2,2021,1,80,45765
2,2021,2,0,19630
2,2021,2,1,176378
2,2021,2,10,96149
2,2021,2,15,95896
2,2021,2,20,95623
2,2021,2,25,106478
2,2021,2,30,116252
2,2021,2,35,117581
2,2021,2,40,115282
2,2021,2,45,108493
2,2021,2,50,92453
2,2021,2,55,85570
2,2021,2,60,85773
2,2021,2,65,80830
2,2021,2,70,73736
2,2021,2,75,62195
2,2021,2,80,103022
2,2022,1,0,14561
2,2022,1,1,154632
2,2022,1,10,96818
2,2022,1,15,95087
2,2022,1,20,108946
2,2022,1,25,124965
2,2022,1,30,118949
2,2022,1,35,114488
2,2022,1,40,105137
2,2022,1,45,101594
2,2022,1,50,95313
2,2022,1,55,91691
2,2022,1,60,87203
2,2022,1,65,82212
2,2022,1,70,80681
2,2022,1,75,72789
2,2022,1,80,135288
2,2022,2,0,15205
2,2022,2,1,160678
2,2022,2,10,100480
2,2022,2,15,96363
2,2022,2,20,104355
2,2022,2,25,117015
2,2022,2,30,113718
2,2022,2,35,109880
2,2022,2,40,96007
2,2022,2,45,88516
2,2022,2,50,79229
2,2022,2,55,73578
2,2022,2,60,68422
2,2022,2,65,61446
2,2022,2,70,56946
2,2022,2,75,43920
2,2022,2,80,55077
2,2023,1,0,13486
2,2023,1,1,146991
2,2023,1,10,98089
2,2023,1,15,96146
2,2023,1,20,105569
2,2023,1,25,122518
2,2023,1,30,120366
2,2023,1,35,114439
2,2023,1,40,105843
2,2023,1,45,101785
2,2023,1,50,96627
2,2023,1,55,91338
2,2023,1,60,87819
2,2023,1,65,81962
2,2023,1,70,79284
2,2023,1,75,73321
2,2023,1,80,136750
2,2023,2,0,14049
2,2023,2,1,152642
2,2023,2,10,101537
2,2023,2,15,97950
2,2023,2,20,101519
2,2023,2,25,115470
2,2023,2,30,114120
2,2023,2,35,110073
2,2023,2,40,97135
2,2023,2,45,89641
2,2023,2,50,80106
2,2023,2,55,73995
2,2023,2,60,68382
2,2023,2,65,61598
2,2023,2,70,55962
2,2023,2,75,45354
2,2023,2,80,56028
2,2024,1,0,12470
2,2024,1,1,138960
2,2024,1,10,98634
2,2024,1,15,96759
2,2024,1,20,102759
2,2024,1,25,119652
2,2024,1,30,121887
2,2024,1,35,113741
2,2024,1,40,107149
2,2024,1,45,102126
2,2024,1,50,97832
2,2024,1,55,91157
2,2024,1,60,88408
2,2024,1,65,81911
2,2024,1,70,77951
2,2024,1,75,73737
2,2024,1,80,138223
2,2024,2,0,12960
2,2024,2,1,144352
2,2024,2,10,102065
2,2024,2,15,99044
2,2024,2,20,99613
2,2024,2,25,113360
2,2024,2,30,114911
2,2024,2,35,109376
2,2024,2,40,99052
2,2024,2,45,90633
2,2024,2,50,81324
2,2024,2,55,74374
2,2024,2,60,68387
2,2024,2,65,61946
2,2024,2,70,54924
2,2024,2,75,46661
2,2024,2,80,57397
6,2005,1,0,141418
6,2005,1,1,1234852
6,2005,1,10,645513
6,2005,1,15,655045
6,2005,1,20,643442
6,2005,1,25,604625
6,2005,1,30,598679
6,2005,1,35,528202
6,2005,1,40,459666
6,2005,1,45,427517
6,2005,1,50,394748
6,2005,1,55,354844
6,2005,1,60,308412
6,2005,1,65,238875
6,2005,1,70,178795
6,2005,1,75,132750
6,2005,1,80,131209
6,2005,2,0,132843
6,2005,2,1,1167987
6,2005,2,10,621856
6,2005,2,15,640439
6,2005,2,20,637039
6,2005,2,25,604955
6,2005,2,30,607257
6,2005,2,35,541631
6,2005,2,40,477017
6,2005,2,45,450322
6,2005,2,50,421117
6,2005,2,55,390329
6,2005,2,60,349449
6,2005,2,65,286506
6,2005,2,70,236637
6,2005,2,75,199627
6,2005,2,80,273339
6,2006,1,0,141418
6,2006,1,1,1234852
6,2006,1,10,645513
6,2006,1,15,655045
6,2006,1,20,643442
6,2006,1,25,604625
6,2006,1,30,598679
6,2006,1,35,528202
6,2006,1,40,459666
6,2006,1,45,427517
6,2006,1,50,394748
6,2006,1,55,354844
6,2006,1,60,308412
6,2006,1,65,238875
6,2006,1,70,178795
6,2006,1,75,132750
6,2006,1,80,131209
6,2006,2,0,132843
6,2006,2,1,1167987
6,2006,2,10,621856
6,2006,2,15,640439
6,2006,2,20,637039
6,2006,2,25,604955
6,2006,2,30,607257
6,2006,2,35,541631
6,2006,2,40,477017
6,2006,2,45,450322
6,2006,2,50,421117
6,2006,2,55,390329
6,2006,2,60,349449
6,2006,2,65,286506
6,2006,2,70,236637
6,2006,2,75,199627
6,2006,2,80,273339
6,2007,1,0,141418
6,2007,1,1,1234852
6,2007,1,10,645513
6,2007,1,15,655045
6,2007,1,20,643442
6,2007,1,25,604625
6,2007,1,30,598679
6,2007,1,35,528202
6,2007,1,40,459666
6,2007,1,45,427517
6,2007,1,50,394748
6,2007,1,55,354844
6,2007,1,60,308412
6,2007,1,65,238875
6,2007,1,70,178795
6,2007,1,75,132750
6,2007,1,80,131209
6,2007,2,0,132843
6,2007,2,1,1167987
6,2007,2,10,621856
6,2007,2,15,640439
6,2007,2,20,637039
6,2007,2,25,604955
6,2007,2,30,607257
6,2007,2,35,541631
6,2007,2,40,477017
6,2007,2,45,450322
6,2007,2,50,421117
6,2007,2,55,390329
6,2007,2,60,349449
6,2007,2,65,286506
6,2007,2,70,236637
6,2007,2,75,199627
6,2007,2,80,273339
6,2008,1,0,141418
6,2008,1,1,1234852
6,2008,1,10,645513
6,2008,1,15,655045
6,2008,1,20,643442
6,2008,1,25,604625
6,2008,1,30,598679
6,2008,1,35,528202
6,2008,1,40,459666
6,2008,1,45,427517
6,2008,1,50,394748
6,2008,1,55,354844
6,2008,1,60,308412
6,2008,1,65,238875
6,2008,1,70,178795
6,2008,1,75,132750
6,2008,1,80,131209
6,2008,2,0,132843
6,2008,2,1,1167987
6,2008,2,10,621856
6,2008,2,15,640439
6,2008,2,20,637039
6,2008,2,25,604955
6,2008,2,30,607257
6,2008,2,35,541631
6,2008,2,40,477017
6,2008,2,45,450322
6,2008,2,50,421117
6,2008,2,55,390329
6,2008,2,60,349449
6,2008,2,65,286506
6,2008,2,70,236637
6,2008,2,75,199627
6,2008,2,80,273339
6,2009,1,0,141418
6,2009,1,1,1234852
6,2009,1,10,645513
6,2009,1,15,655045
6,2009,1,20,643442
6,2009,1,25,604625
6,2009,1,30,598679
6,2009,1,35,528202
6,2009,1,40,459666
6,2009,1,45,427517
6,2009,1,50,394748
6,2009,1,55,354844
6,2009,1,60,308412
6,2009,1,65,238875
6,2009,1,70,178795
6,2009,1,75,132750
6,2009,1,80,131209
6,2009,2,0,132843
6,2009,2,1,1167987
6,2009,2,10,621856
6,2009,2,15,640439
6,2009,2,20,637039
6,2009,2,25,604955
6,2009,2,30,607257
6,2009,2,35,541631
6,2009,2,40,477017
6,2009,2,45,450322
6,2009,2,50,421117
6,2009,2,55,390329
6,2009,2,60,349449
6,2009,2,65,286506
6,2009,2,70,236637
6,2009,2,75,199627
6,2009,2,80,273339
6,2010,1,0,141418
6,2010,1,1,1234852
6,2010,1,10,645513
6,2010,1,15,655045
6,2010,1,20,643442
6,2010,1,25,604625
6,2010,1,30,598679
6,2010,1,35,528202
6,2010,1,40,459666
6,2010,1,45,427517
6,2010,1,50,394748
6,2010,1,55,354844
6,2010,1,60,308412
6,2010,1,65,238875
6,2010,1,70,178795
6,2010,1,75,132750
6,2010,1,80,131209
6,2010,2,0,132843
6,2010,2,1,1167987
6,2010,2,10,621856
6,2010,2,15,640439
6,2010,2,20,637039
6,2010,2,25,604955
6,2010,2,30,607257
6,2010,2,35,541631
6,2010,2,40,477017
6,2010,2,45,450322
6,2010,2,50,421117
6,2010,2,55,390329
6,2010,2,60,349449
6,2010,2,65,286506
6,2010,2,70,236637
6,2010,2,75,199627
6,2010,2,80,273339
6,2011,1,0,144477
6,2011,1,1,1252606
6,2011,1,10,648581
6,2011,1,15,652979
6,2011,1,20,651273
6,2011,1,25,610303
6,2011,1,30,603242
6,2011,1,35,543830
6,2011,1,40,469805
6,2011,1,45,431444
6,2011,1,50,399099
6,2011,1,55,359183
6,2011,1,60,314087
6,2011,1,65,246130
6,2011,1,70,181883
6,2011,1,75,133320
6,2011,1,80,134283
6,2011,2,0,135706
6,2011,2,1,1183286
6,2011,2,10,622997
6,2011,2,15,637083
6,2011,2,20,643886
6,2011,2,25,609340
6,2011,2,30,610871
6,2011,2,35,557035
6,2011,2,40,486749
6,2011,2,45,454046
6,2011,2,50,425678
6,2011,2,55,394784
6,2011,2,60,356498
6,2011,2,65,295005
6,2011,2,70,240245
6,2011,2,75,200306
6,2011,2,80,279567
6,2012,1,0,147050
6,2012,1,1,1268704
6,2012,1,10,653764
6,2012,1,15,650234
6,2012,1,20,657011
6,2012,1,25,618601
6,2012,1,30,604153
6,2012,1,35,559899
6,2012,1,40,481777
6,2012,1,45,435309
6,2012,1,50,403548
6,2012,1,55,363733
6,2012,1,60,318754
6,2012,1,65,254060
6,2012,1,70,185780
6,2012,1,75,133813
6,2012,1,80,137494
6,2012,2,0,138175
6,2012,2,1,1197161
6,2012,2,10,626352
6,2012,2,15,632875
6,2012,2,20,648573
6,2012,2,25,616524
6,2012,2,30,610551
6,2012,2,35,572835
6,2012,2,40,498439
6,2012,2,45,457452
6,2012,2,50,430552
6,2012,2,55,399080
6,2012,2,60,362479
6,2012,2,65,304356
6,2012,2,70,244751
6,2012,2,75,201082
6,2012,2,80,285697
6,2013,1,0,149002
6,2013,1,1,1283841
6,2013,1,10,659672
6,2013,1,15,647729
6,2013,1,20,660503
6,2013,1,25,628689
6,2013,1,30,603247
6,2013,1,35,575077
6,2013,1,40,495245
6,2013,1,45,439763
6,2013,1,50,408022
6,2013,1,55,368409
6,2013,1,60,322774
6,2013,1,65,262148
6,2013,1,70,190442
6,2013,1,75,134550
6,2013,1,80,140751
6,2013,2,0,140112
6,2013,2,1,1210294
6,2013,2,10,630570
6,2013,2,15,628733
6,2013,2,20,650938
6,2013,2,25,625637
6,2013,2,30,608207
6,2013,2,35,587668
6,2013,2,40,511706
6,2013,2,45,461300
6,2013,2,50,435514
6,2013,2,55,403317
6,2013,2,60,367645
6,2013,2,65,313977
6,2013,2,70,250172
6,2013,2,75,202198
6,2013,2,80,291747
6,2014,1,0,150170
6,2014,1,1,1297944
6,2014,1,10,665580
6,2014,1,15,646528
6,2014,1,20,661669
6,2014,1,25,639249
6,2014,1,30,603114
6,2014,1,35,587670
6,2014,1,40,509690
6,2014,1,45,445686
6,2014,1,50,412409
6,2014,1,55,373056
6,2014,1,60,326680
6,2014,1,65,269742
6,2014,1,70,195824
6,2014,1,75,135919
6,2014,1,80,143919
6,2014,2,0,141361
6,2014,2,1,1222700
6,2014,2,10,634837
6,2014,2,15,625739
6,2014,2,20,650904
6,2014,2,25,635279
6,2014,2,30,606574
6,2014,2,35,599766
6,2014,2,40,525981
6,2014,2,45,466607
6,2014,2,50,440250
6,2014,2,55,407590
6,2014,2,60,372397
6,2014,2,65,323116
6,2014,2,70,256525
6,2014,2,75,204000
6,2014,2,80,297674
6,2015,1,0,150401
6,2015,1,1,1310776
6,2015,1,10,671242
6,2015,1,15,647379
6,2015,1,20,660450
6,2015,1,25,649276
6,2015,1,30,605600
6,2015,1,35,596585
6,2015,1,40,524617
6,2015,1,45,453664
6,2015,1,50,416678
6,2015,1,55,377578
6,2015,1,60,330834
6,2015,1,65,276424
6,2015,1,70,201861
6,2015,1,75,138120
6,2015,1,80,146971
6,2015,2,0,141765
6,2015,2,1,1234166
6,2015,2,10,638887
6,2015,2,15,624667
6,2015,2,20,648416
6,2015,2,25,644385
6,2015,2,30,607593
6,2015,2,35,607985
6,2015,2,40,540724
6,2015,2,45,474058
6,2015,2,50,444599
6,2015,2,55,411969
6,2015,2,60,377034
6,2015,2,65,331263
6,2015,2,70,263757
6,2015,2,75,206725
6,2015,2,80,303482
6,2016,1,0,149485
6,2016,1,1,1322383
6,2016,1,10,676738
6,2016,1,15,650450
6,2016,1,20,658409
6,2016,1,25,657082
6,2016,1,30,611299
6,2016,1,35,601191
6,2016,1,40,540187
6,2016,1,45,463775
6,2016,1,50,420704
6,2016,1,55,382081
6,2016,1,60,335311
6,2016,1,65,282032
6,2016,1,70,208604
6,2016,1,75,141098
6,2016,1,80,149948
6,2016,2,0,140894
6,2016,2,1,1244983
6,2016,2,10,642720
6,2016,2,15,625792
6,2016,2,20,645029
6,2016,2,25,651176
6,2016,2,30,611966
6,2016,2,35,611618
6,2016,2,40,556097
6,2016,2,45,483776
6,2016,2,50,448390
6,2016,2,55,416615
6,2016,2,60,381587
6,2016,2,65,338238
6,2016,2,70,271946
6,2016,2,75,210341
6,2016,2,80,309190
6,2017,1,0,148534
6,2017,1,1,1331435
6,2017,1,10,682518
6,2017,1,15,655625
6,2017,1,20,655690
6,2017,1,25,662808
6,2017,1,30,619593
6,2017,1,35,602177
6,2017,1,40,556196
6,2017,1,45,475689
6,2017,1,50,424666
6,2017,1,55,386672
6,2017,1,60,339977
6,2017,1,65,286754
6,2017,1,70,215924
6,2017,1,75,144696
6,2017,1,80,152979
6,2017,2,0,139992
6,2017,2,1,1253701
6,2017,2,10,646704
6,2017,2,15,629130
6,2017,2,20,640787
6,2017,2,25,655812
6,2017,2,30,619125
6,2017,2,35,611335
6,2017,2,40,571857
6,2017,2,45,495440
6,2017,2,50,451863
6,2017,2,55,421561
6,2017,2,60,385983
6,2017,2,65,344209
6,2017,2,70,280913
6,2017,2,75,214740
6,2017,2,80,314927
6,2018,1,0,147572
6,2018,1,1,1337338
6,2018,1,10,689823
6,2018,1,15,661520
6,2018,1,20,653209
6,2018,1,25,666296
6,2018,1,30,629665
6,2018,1,35,601354
6,2018,1,40,571321
6,2018,1,45,489076
6,2018,1,50,429207
6,2018,1,55,391282
6,2018,1,60,344756
6,2018,1,65,290896
6,2018,1,70,223391
6,2018,1,75,148887
6,2018,1,80,156238
6,2018,2,0,139078
6,2018,2,1,1259726
6,2018,2,10,652073
6,2018,2,15,633324
6,2018,2,20,636609
6,2018,2,25,658129
6,2018,2,30,628204
6,2018,2,35,609032
6,2018,2,40,586658
6,2018,2,45,508661
6,2018,2,50,455774
6,2018,2,55,426594
6,2018,2,60,390313
6,2018,2,65,349411
6,2018,2,70,290137
6,2018,2,75,219934
6,2018,2,80,320908
6,2019,1,0,146627
6,2019,1,1,1339395
6,2019,1,10,699226
6,2019,1,15,667411
6,2019,1,20,652019
