PROVRES,ANIO,SEXO,EDAD_MIN,POBLACION
50,2008,1,1,143296
50,2008,1,10,78260
50,2008,1,15,80885
50,2008,1,20,75959
50,2008,1,25,69161
50,2008,1,30,65347
50,2008,1,35,56270
50,2008,1,40,47655
50,2008,1,45,44110
50,2008,1,50,41781
50,2008,1,55,39383
50,2008,1,60,34473
50,2008,1,65,26982
50,2008,1,70,19972
50,2008,1,75,14705
50,2008,1,80,14861
50,2008,2,0,15327
50,2008,2,1,135425
50,2008,2,10,75278
50,2008,2,15,78580
50,2008,2,20,74634
50,2008,2,25,68614
50,2008,2,30,66688
50,2008,2,35,58722
50,2008,2,40,50641
50,2008,2,45,47710
50,2008,2,50,45616
50,2008,2,55,43908
50,2008,2,60,39318
50,2008,2,65,32053
50,2008,2,70,25403
50,2008,2,75,20597
50,2008,2,80,26795
50,2009,1,0,16328
50,2009,1,1,143296
50,2009,1,10,78260
50,2009,1,15,80885
50,2009,1,20,75959
50,2009,1,25,69161
50,2009,1,30,65347
50,2009,1,35,56270
50,2009,1,40,47655
50,2009,1,45,44110
50,2009,1,50,41781
50,2009,1,55,39383
50,2009,1,60,34473
50,2009,1,65,26982
50,2009,1,70,19972
50,2009,1,75,14705
50,2009,1,80,14861
50,2009,2,0,15327
50,2009,2,1,135425
50,2009,2,10,75278
50,2009,2,15,78580
50,2009,2,20,74634
50,2009,2,25,68614
50,2009,2,30,66688
50,2009,2,35,58722
50,2009,2,40,50641
50,2009,2,45,47710
50,2009,2,50,45616
50,2009,2,55,43908
50,2009,2,60,39318
50,2009,2,65,32053
50,2009,2,70,25403
50,2009,2,75,20597
50,2009,2,80,26795
50,2010,1,0,16328
50,2010,1,1,143296
50,2010,1,10,78260
50,2010,1,15,80885
50,2010,1,20,75959
50,2010,1,25,69161
50,2010,1,30,65347
50,2010,1,35,56270
50,2010,1,40,47655
50,2010,1,45,44110
50,2010,1,50,41781
50,2010,1,55,39383
50,2010,1,60,34473
50,2010,1,65,26982
50,2010,1,70,19972
50,2010,1,75,14705
50,2010,1,80,14861
50,2010,2,0,15327
50,2010,2,1,135425
50,2010,2,10,75278
50,2010,2,15,78580
50,2010,2,20,74634
50,2010,2,25,68614
50,2010,2,30,66688
50,2010,2,35,58722
50,2010,2,40,50641
50,2010,2,45,47710
50,2010,2,50,45616
50,2010,2,55,43908
50,2010,2,60,39318
50,2010,2,65,32053
50,2010,2,70,25403
50,2010,2,75,20597
50,2010,2,80,26795
50,2011,1,0,16656
50,2011,1,1,144933
50,2011,1,10,77833
50,2011,1,15,80739
50,2011,1,20,77371
50,2011,1,25,70056
50,2011,1,30,66273
50,2011,1,35,58272
50,2011,1,40,48900
50,2011,1,45,44512
50,2011,1,50,42004
50,2011,1,55,39577
50,2011,1,60,35177
50,2011,1,65,27907
50,2011,1,70,20453
50,2011,1,75,14839
50,2011,1,80,15367
50,2011,2,0,15635
50,2011,2,1,136750
50,2011,2,10,74718
50,2011,2,15,78318
50,2011,2,20,75926
50,2011,2,25,69359
50,2011,2,30,67313
50,2011,2,35,60634
50,2011,2,40,51824
50,2011,2,45,48040
50,2011,2,50,45822
50,2011,2,55,44166
50,2011,2,60,40205
50,2011,2,65,33171
50,2011,2,70,26033
50,2011,2,75,20770
50,2011,2,80,27682
50,2012,1,0,16950
50,2012,1,1,146562
50,2012,1,10,77646
50,2012,1,15,80236
50,2012,1,20,78633
50,2012,1,25,71205
50,2012,1,30,66912
50,2012,1,35,60233
50,2012,1,40,50395
50,2012,1,45,44967
50,2012,1,50,42287
50,2012,1,55,39724
50,2012,1,60,35769
50,2012,1,65,28840
50,2012,1,70,21044
50,2012,1,75,14990
50,2012,1,80,15856
50,2012,2,0,15919
50,2012,2,1,138104
50,2012,2,10,74362
50,2012,2,15,77720
50,2012,2,20,77041
50,2012,2,25,70418
50,2012,2,30,67620
50,2012,2,35,62479
50,2012,2,40,53270
50,2012,2,45,48399
50,2012,2,50,46104
50,2012,2,55,44328
50,2012,2,60,40973
50,2012,2,65,34303
50,2012,2,70,26792
50,2012,2,75,20993
50,2012,2,80,28534
50,2013,1,0,17187
50,2013,1,1,148180
50,2013,1,10,77653
50,2013,1,15,79525
50,2013,1,20,79661
50,2013,1,25,72533
50,2013,1,30,67402
50,2013,1,35,62070
50,2013,1,40,52086
50,2013,1,45,45536
50,2013,1,50,42618
50,2013,1,55,39854
50,2013,1,60,36253
50,2013,1,65,29751
50,2013,1,70,21724
50,2013,1,75,15183
50,2013,1,80,16331
50,2013,2,0,16156
50,2013,2,1,139484
50,2013,2,10,74178
50,2013,2,15,76914
50,2013,2,20,77907
50,2013,2,25,71691
50,2013,2,30,67779
50,2013,2,35,64163
50,2013,2,40,54916
50,2013,2,45,48865
50,2013,2,50,46442
50,2013,2,55,44433
50,2013,2,60,41621
50,2013,2,65,35413
50,2013,2,70,27657
50,2013,2,75,21283
50,2013,2,80,29364
50,2014,1,0,17357
50,2014,1,1,149770
50,2014,1,10,77794
50,2014,1,15,78778
50,2014,1,20,80359
50,2014,1,25,73961
50,2014,1,30,67904
50,2014,1,35,63671
50,2014,1,40,53928
50,2014,1,45,46284
50,2014,1,50,42984
50,2014,1,55,39991
50,2014,1,60,36638
50,2014,1,65,30609
50,2014,1,70,22477
50,2014,1,75,15444
50,2014,1,80,16792
50,2014,2,0,16338
50,2014,2,1,140872
50,2014,2,10,74108
50,2014,2,15,76068
50,2014,2,20,78444
50,2014,2,25,73063
50,2014,2,30,67985
50,2014,2,35,65567
50,2014,2,40,56710
50,2014,2,45,49516
50,2014,2,50,46796
50,2014,2,55,44535
50,2014,2,60,42143
50,2014,2,65,36471
50,2014,2,70,28612
50,2014,2,75,21663
50,2014,2,80,30177
50,2015,1,0,17422
50,2015,1,1,151330
50,2015,1,10,78031
50,2015,1,15,78144
50,2015,1,20,80644
50,2015,1,25,75420
50,2015,1,30,68558
50,2015,1,35,64945
50,2015,1,40,55878
50,2015,1,45,47262
50,2015,1,50,43370
50,2015,1,55,40177
50,2015,1,60,36925
50,2015,1,65,31388
50,2015,1,70,23290
50,2015,1,75,15783
50,2015,1,80,17242
50,2015,2,0,16426
50,2015,2,1,142268
50,2015,2,10,74119
50,2015,2,15,75317
50,2015,2,20,78588
50,2015,2,25,74440
50,2015,2,30,68407
50,2015,2,35,66598
50,2015,2,40,58590
50,2015,2,45,50419
50,2015,2,50,47144
50,2015,2,55,44675
50,2015,2,60,42539
50,2015,2,65,37446
50,2015,2,70,29634
50,2015,2,75,22148
50,2015,2,80,30984
50,2016,1,0,17386
50,2016,1,1,152830
50,2016,1,10,78355
50,2016,1,15,77721
50,2016,1,20,80501
50,2016,1,25,76827
50,2016,1,30,69451
50,2016,1,35,65873
50,2016,1,40,57866
50,2016,1,45,48500
50,2016,1,50,43777
50,2016,1,55,40416
50,2016,1,60,37140
50,2016,1,65,32072
50,2016,1,70,24138
50,2016,1,75,16218
50,2016,1,80,17682
50,2016,2,0,16392
50,2016,2,1,143673
50,2016,2,10,74207
50,2016,2,15,74759
50,2016,2,20,78322
50,2016,2,25,75726
50,2016,2,30,69152
50,2016,2,35,67220
50,2016,2,40,60495
50,2016,2,45,51600
50,2016,2,50,47479
50,2016,2,55,44893
50,2016,2,60,42813
50,2016,2,65,38320
50,2016,2,70,30700
50,2016,2,75,22755
50,2016,2,80,31786
50,2017,1,0,17341
50,2017,1,1,154120
50,2017,1,10,78805
50,2017,1,15,77538
50,2017,1,20,80003
50,2017,1,25,78084
50,2017,1,30,70599
50,2017,1,35,66513
50,2017,1,40,59817
50,2017,1,45,49981
50,2017,1,50,44237
50,2017,1,55,40716
50,2017,1,60,37310
50,2017,1,65,32652
50,2017,1,70,24993
50,2017,1,75,16742
50,2017,1,80,18130
50,2017,2,0,16348
50,2017,2,1,144919
50,2017,2,10,74424
50,2017,2,15,74401
50,2017,2,20,77722
50,2017,2,25,76836
50,2017,2,30,70204
50,2017,2,35,67531
50,2017,2,40,62335
50,2017,2,45,53039
50,2017,2,50,47845
50,2017,2,55,45188
50,2017,2,60,42988
50,2017,2,65,39081
50,2017,2,70,31783
50,2017,2,75,23470
50,2017,2,80,32609
50,2018,1,0,17287
50,2018,1,1,155090
50,2018,1,10,79473
50,2018,1,15,77547
50,2018,1,20,79299
50,2018,1,25,79107
50,2018,1,30,71923
50,2018,1,35,67008
50,2018,1,40,61644
50,2018,1,45,51660
50,2018,1,50,44806
50,2018,1,55,41060
50,2018,1,60,37466
50,2018,1,65,33130
50,2018,1,70,25833
50,2018,1,75,17335
50,2018,1,80,18606
50,2018,2,0,16296
50,2018,2,1,145898
50,2018,2,10,74856
50,2018,2,15,74216
50,2018,2,20,76913
50,2018,2,25,77695
50,2018,2,30,71474
50,2018,2,35,67690
50,2018,2,40,64012
50,2018,2,45,54681
50,2018,2,50,48316
50,2018,2,55,45535
50,2018,2,60,43113
50,2018,2,65,39723
50,2018,2,70,32846
50,2018,2,75,24282
50,2018,2,80,33473
50,2019,1,0,17227
50,2019,1,1,155699
50,2019,1,10,80381
50,2019,1,15,77688
50,2019,1,20,78559
50,2019,1,25,79804
50,2019,1,30,73347
50,2019,1,35,67508
50,2019,1,40,63240
50,2019,1,45,53485
50,2019,1,50,45554
50,2019,1,55,41436
50,2019,1,60,37625
50,2019,1,65,33523
50,2019,1,70,26626
50,2019,1,75,17989
50,2019,1,80,19125
50,2019,2,0,16238
50,2019,2,1,146573
50,2019,2,10,75517
50,2019,2,15,74144
50,2019,2,20,76067
50,2019,2,25,78224
50,2019,2,30,72839
50,2019,2,35,67900
50,2019,2,40,65412
50,2019,2,45,56464
50,2019,2,50,48970
50,2019,2,55,45897
50,2019,2,60,43235
50,2019,2,65,40250
50,2019,2,70,33860
50,2019,2,75,25170
50,2019,2,80,34406
50,2020,1,0,17160
50,2020,1,1,155754
50,2020,1,10,81683
50,2020,1,15,77927
50,2020,1,20,77931
50,2020,1,25,80089
50,2020,1,30,74799
50,2020,1,35,68166
50,2020,1,40,64507
50,2020,1,45,55419
50,2020,1,50,46527
50,2020,1,55,41834
50,2020,1,60,37830
50,2020,1,65,33823
50,2020,1,70,27349
50,2020,1,75,18695
50,2020,1,80,19698
50,2020,2,0,16175
50,2020,2,1,146761
50,2020,2,10,76557
50,2020,2,15,74152
50,2020,2,20,75312
50,2020,2,25,78366
50,2020,2,30,74212
50,2020,2,35,68321
50,2020,2,40,66443
50,2020,2,45,58336
50,2020,2,50,49872
50,2020,2,55,46249
50,2020,2,60,43392
50,2020,2,65,40656
50,2020,2,70,34797
50,2020,2,75,26122
50,2020,2,80,35424
50,2021,1,0,17089
50,2021,1,1,155291
50,2021,1,10,83319
50,2021,1,15,78254
50,2021,1,20,77510
50,2021,1,25,79947
50,2021,1,30,76205
50,2021,1,35,69056
50,2021,1,40,65433
50,2021,1,45,57389
50,2021,1,50,47756
50,2021,1,55,42250
50,2021,1,60,38087
50,2021,1,65,34055
50,2021,1,70,27991
50,2021,1,75,19429
50,2021,1,80,20339
50,2021,2,0,16106
50,2021,2,1,146318
50,2021,2,10,78094
50,2021,2,15,74240
50,2021,2,20,74749
50,2021,2,25,78098
50,2021,2,30,75491
50,2021,2,35,69065
50,2021,2,40,67066
50,2021,2,45,60230
50,2021,2,50,51048
50,2021,2,55,46595
50,2021,2,60,43624
50,2021,2,65,40940
50,2021,2,70,35646
50,2021,2,75,27111
50,2021,2,80,36542
50,2022,1,0,12730
50,2022,1,1,135102
50,2022,1,10,84188
50,2022,1,15,76769
50,2022,1,20,77157
50,2022,1,25,79588
50,2022,1,30,78266
50,2022,1,35,71757
50,2022,1,40,70751
50,2022,1,45,63667
50,2022,1,50,53289
50,2022,1,55,47038
50,2022,1,60,43905
50,2022,1,65,41196
50,2022,1,70,35872
50,2022,1,75,27291
50,2022,1,80,35569
50,2022,2,0,13134
50,2022,2,1,139338
50,2022,2,10,87218
50,2022,2,15,80380
50,2022,2,20,79867
50,2022,2,25,81706
50,2022,2,30,80244
50,2022,2,35,72387
50,2022,2,40,70786
50,2022,2,45,62246
50,2022,2,50,49805
50,2022,2,55,42366
50,2022,2,60,38119
50,2022,2,65,34311
50,2022,2,70,28207
50,2022,2,75,19315
50,2022,2,80,19219
50,2023,1,0,11744
50,2023,1,1,129187
50,2023,1,10,84525
50,2023,1,15,79361
50,2023,1,20,75559
50,2023,1,25,78885
50,2023,1,30,78930
50,2023,1,35,72865
50,2023,1,40,70473
50,2023,1,45,65852
50,2023,1,50,54991
50,2023,1,55,47679
50,2023,1,60,44083
50,2023,1,65,41278
50,2023,1,70,36350
50,2023,1,75,28189
50,2023,1,80,36285
50,2023,2,0,12125
50,2023,2,1,133990
50,2023,2,10,86781
50,2023,2,15,83009
50,2023,2,20,78310
50,2023,2,25,81156
50,2023,2,30,80683
50,2023,2,35,73784
50,2023,2,40,70494
50,2023,2,45,64763
50,2023,2,50,51826
50,2023,2,55,43044
50,2023,2,60,38402
50,2023,2,65,34333
50,2023,2,70,28581
50,2023,2,75,20048
50,2023,2,80,19663
50,2024,1,0,10882
50,2024,1,1,122372
50,2024,1,10,85063
50,2024,1,15,81681
50,2024,1,20,74621
50,2024,1,25,78418
50,2024,1,30,79095
50,2024,1,35,74087
50,2024,1,40,70114
50,2024,1,45,67780
50,2024,1,50,56857
50,2024,1,55,48520
50,2024,1,60,44358
50,2024,1,65,41347
50,2024,1,70,36790
50,2024,1,75,29145
50,2024,1,80,37440
50,2024,2,0,11251
50,2024,2,1,127063
50,2024,2,10,87192
50,2024,2,15,85167
50,2024,2,20,77472
50,2024,2,25,80775
50,2024,2,30,80827
50,2024,2,35,75318
50,2024,2,40,70102
50,2024,2,45,66978
50,2024,2,50,54009
50,2024,2,55,43939
50,2024,2,60,38787
50,2024,2,65,34434
50,2024,2,70,29001
50,2024,2,75,20905
50,2024,2,80,20451
54,2005,1,0,12057
54,2005,1,1,110587
54,2005,1,10,64894
54,2005,1,15,59556
54,2005,1,20,46576
54,2005,1,25,40583
54,2005,1,30,38075
54,2005,1,35,32837
54,2005,1,40,28980
54,2005,1,45,28019
54,2005,1,50,25147
54,2005,1,55,20976
54,2005,1,60,16032
54,2005,1,65,12022
54,2005,1,70,8902
54,2005,1,75,5988
54,2005,1,80,5466
54,2005,2,0,11321
54,2005,2,1,104743
54,2005,2,10,62524
54,2005,2,15,58884
54,2005,2,20,47602
54,2005,2,25,41976
54,2005,2,30,39332
54,2005,2,35,33867
54,2005,2,40,29813
54,2005,2,45,28037
54,2005,2,50,24634
54,2005,2,55,20437
54,2005,2,60,15965
54,2005,2,65,12375
54,2005,2,70,9829
54,2005,2,75,7278
54,2005,2,80,7965
54,2006,1,0,12057
54,2006,1,1,110587
54,2006,1,10,64894
54,2006,1,15,59556
54,2006,1,20,46576
54,2006,1,25,40583
54,2006,1,30,38075
54,2006,1,35,32837
54,2006,1,40,28980
54,2006,1,45,28019
54,2006,1,50,25147
54,2006,1,55,20976
54,2006,1,60,16032
54,2006,1,65,12022
54,2006,1,70,8902
54,2006,1,75,5988
54,2006,1,80,5466
54,2006,2,0,11321
54,2006,2,1,104743
54,2006,2,10,62524
54,2006,2,15,58884
54,2006,2,20,47602
54,2006,2,25,41976
54,2006,2,30,39332
54,2006,2,35,33867
54,2006,2,40,29813
54,2006,2,45,28037
54,2006,2,50,24634
54,2006,2,55,20437
54,2006,2,60,15965
54,2006,2,65,12375
54,2006,2,70,9829
54,2006,2,75,7278
54,2006,2,80,7965
54,2007,1,0,12057
54,2007,1,1,110587
54,2007,1,10,64894
54,2007,1,15,59556
54,2007,1,20,46576
54,2007,1,25,40583
54,2007,1,30,38075
54,2007,1,35,32837
54,2007,1,40,28980
54,2007,1,45,28019
54,2007,1,50,25147
54,2007,1,55,20976
54,2007,1,60,16032
54,2007,1,65,12022
54,2007,1,70,8902
54,2007,1,75,5988
54,2007,1,80,5466
54,2007,2,0,11321
54,2007,2,1,104743
54,2007,2,10,62524
54,2007,2,15,58884
54,2007,2,20,47602
54,2007,2,25,41976
54,2007,2,30,39332
54,2007,2,35,33867
54,2007,2,40,29813
54,2007,2,45,28037
54,2007,2,50,24634
54,2007,2,55,20437
54,2007,2,60,15965
54,2007,2,65,12375
54,2007,2,70,9829
54,2007,2,75,7278
54,2007,2,80,7965
54,2008,1,0,12057
54,2008,1,1,110587
54,2008,1,10,64894
54,2008,1,15,59556
54,2008,1,20,46576
54,2008,1,25,40583
54,2008,1,30,38075
54,2008,1,35,32837
54,2008,1,40,28980
54,2008,1,45,28019
54,2008,1,50,25147
54,2008,1,55,20976
54,2008,1,60,16032
54,2008,1,65,12022
54,2008,1,70,8902
54,2008,1,75,5988
54,2008,1,80,5466
54,2008,2,0,11321
54,2008,2,1,104743
54,2008,2,10,62524
54,2008,2,15,58884
54,2008,2,20,47602
54,2008,2,25,41976
54,2008,2,30,39332
54,2008,2,35,33867
54,2008,2,40,29813
54,2008,2,45,28037
54,2008,2,50,24634
54,2008,2,55,20437
54,2008,2,60,15965
54,2008,2,65,12375
54,2008,2,70,9829
54,2008,2,75,7278
54,2008,2,80,7965
54,2009,1,0,12057
54,2009,1,1,110587
54,2009,1,10,64894
54,2009,1,15,59556
54,2009,1,20,46576
54,2009,1,25,40583
54,2009,1,30,38075
54,2009,1,35,32837
54,2009,1,40,28980
54,2009,1,45,28019
54,2009,1,50,25147
54,2009,1,55,20976
54,2009,1,60,16032
54,2009,1,65,12022
54,2009,1,70,8902
54,2009,1,75,5988
54,2009,1,80,5466
54,2009,2,0,11321
54,2009,2,1,104743
54,2009,2,10,62524
54,2009,2,15,58884
54,2009,2,20,47602
54,2009,2,25,41976
54,2009,2,30,39332
54,2009,2,35,33867
54,2009,2,40,29813
54,2009,2,45,28037
54,2009,2,50,24634
54,2009,2,55,20437
54,2009,2,60,15965
54,2009,2,65,12375
54,2009,2,70,9829
54,2009,2,75,7278
54,2009,2,80,7965
54,2010,1,0,12057
54,2010,1,1,110587
54,2010,1,10,64894
54,2010,1,15,59556
54,2010,1,20,46576
54,2010,1,25,40583
54,2010,1,30,38075
54,2010,1,35,32837
54,2010,1,40,28980
54,2010,1,45,28019
54,2010,1,50,25147
54,2010,1,55,20976
54,2010,1,60,16032
54,2010,1,65,12022
54,2010,1,70,8902
54,2010,1,75,5988
54,2010,1,80,5466
54,2010,2,0,11321
54,2010,2,1,104743
54,2010,2,10,62524
54,2010,2,15,58884
54,2010,2,20,47602
54,2010,2,25,41976
54,2010,2,30,39332
54,2010,2,35,33867
54,2010,2,40,29813
54,2010,2,45,28037
54,2010,2,50,24634
54,2010,2,55,20437
54,2010,2,60,15965
54,2010,2,65,12375
54,2010,2,70,9829
54,2010,2,75,7278
54,2010,2,80,7965
54,2011,1,0,12144
54,2011,1,1,110169
54,2011,1,10,64632
54,2011,1,15,61217
54,2011,1,20,48196
54,2011,1,25,40778
54,2011,1,30,38564
54,2011,1,35,33859
54,2011,1,40,29335
54,2011,1,45,28101
54,2011,1,50,25696
54,2011,1,55,21659
54,2011,1,60,16713
54,2011,1,65,12371
54,2011,1,70,9095
54,2011,1,75,6139
54,2011,1,80,5666
54,2011,2,0,11400
54,2011,2,1,104208
54,2011,2,10,62116
54,2011,2,15,60092
54,2011,2,20,49005
54,2011,2,25,42240
54,2011,2,30,39921
54,2011,2,35,34928
54,2011,2,40,30301
54,2011,2,45,28310
54,2011,2,50,25311
54,2011,2,55,21169
54,2011,2,60,16658
54,2011,2,65,12792
54,2011,2,70,10063
54,2011,2,75,7522
54,2011,2,80,8428
54,2012,1,0,12242
54,2012,1,1,109904
54,2012,1,10,64093
54,2012,1,15,62440
54,2012,1,20,50222
54,2012,1,25,41103
54,2012,1,30,38853
54,2012,1,35,34900
54,2012,1,40,29869
54,2012,1,45,28104
54,2012,1,50,26207
54,2012,1,55,22298
54,2012,1,60,17432
54,2012,1,65,12776
54,2012,1,70,9301
54,2012,1,75,6296
54,2012,1,80,5875
54,2012,2,0,11496
54,2012,2,1,103822
54,2012,2,10,61492
54,2012,2,15,60891
54,2012,2,20,50732
54,2012,2,25,42605
54,2012,2,30,40307
54,2012,2,35,36030
54,2012,2,40,30922
54,2012,2,45,28519
54,2012,2,50,25955
54,2012,2,55,21883
54,2012,2,60,17381
54,2012,2,65,13266
54,2012,2,70,10307
54,2012,2,75,7763
54,2012,2,80,8903
54,2013,1,0,12346
54,2013,1,1,109786
54,2013,1,10,63361
54,2013,1,15,63242
54,2013,1,20,52457
54,2013,1,25,41629
54,2013,1,30,39023
54,2013,1,35,35895
54,2013,1,40,30562
54,2013,1,45,28098
54,2013,1,50,26648
54,2013,1,55,22904
54,2013,1,60,18164
54,2013,1,65,13240
54,2013,1,70,9526
54,2013,1,75,6459
54,2013,1,80,6096
54,2013,2,0,11605
54,2013,2,1,103582
54,2013,2,10,60709
54,2013,2,15,61321
54,2013,2,20,52608
54,2013,2,25,43125
54,2013,2,30,40564
54,2013,2,35,37105
54,2013,2,40,31666
54,2013,2,45,28722
54,2013,2,50,26539
54,2013,2,55,22580
54,2013,2,60,18125
54,2013,2,65,13794
54,2013,2,70,10574
54,2013,2,75,8000
54,2013,2,80,9390
54,2014,1,0,12452
54,2014,1,1,109787
54,2014,1,10,62528
54,2014,1,15,63660
54,2014,1,20,54685
54,2014,1,25,42447
54,2014,1,30,39139
54,2014,1,35,36774
54,2014,1,40,31391
54,2014,1,45,28159
54,2014,1,50,26988
54,2014,1,55,23484
54,2014,1,60,18893
54,2014,1,65,13763
54,2014,1,70,9779
54,2014,1,75,6631
54,2014,1,80,6324
54,2014,2,0,11723
54,2014,2,1,103474
54,2014,2,10,59829
54,2014,2,15,61439
54,2014,2,20,54419
54,2014,2,25,43883
54,2014,2,30,40765
54,2014,2,35,38078
54,2014,2,40,32525
54,2014,2,45,28980
54,2014,2,50,27033
54,2014,2,55,23266
54,2014,2,60,18873
54,2014,2,65,14375
54,2014,2,70,10878
54,2014,2,75,8229
54,2014,2,80,9889
54,2015,1,0,12558
54,2015,1,1,109865
54,2015,1,10,61689
54,2015,1,15,63728
54,2015,1,20,56705
54,2015,1,25,43627
54,2015,1,30,39273
54,2015,1,35,37477
54,2015,1,40,32331
54,2015,1,45,28357
54,2015,1,50,27199
54,2015,1,55,24055
54,2015,1,60,19591
54,2015,1,65,14352
54,2015,1,70,10066
54,2015,1,75,6802
54,2015,1,80,6566
54,2015,2,0,11845
54,2015,2,1,103460
54,2015,2,10,58943
54,2015,2,15,61276
54,2015,2,20,55999
54,2015,2,25,44924
54,2015,2,30,40981
54,2015,2,35,38880
54,2015,2,40,33497
54,2015,2,45,29340
54,2015,2,50,27413
54,2015,2,55,23954
54,2015,2,60,19609
54,2015,2,65,15005
54,2015,2,70,11226
54,2015,2,75,8454
54,2015,2,80,10399
54,2016,1,0,12519
54,2016,1,1,110149
54,2016,1,10,60923
54,2016,1,15,63471
54,2016,1,20,58362
54,2016,1,25,45243
54,2016,1,30,39476
54,2016,1,35,37969
54,2016,1,40,33352
54,2016,1,45,28717
54,2016,1,50,27301
54,2016,1,55,24600
54,2016,1,60,20255
54,2016,1,65,14989
54,2016,1,70,10392
54,2016,1,75,6981
54,2016,1,80,6819
54,2016,2,0,11806
54,2016,2,1,103706
54,2016,2,10,58092
54,2016,2,15,60874
54,2016,2,20,57202
54,2016,2,25,46330
54,2016,2,30,41247
54,2016,2,35,39472
54,2016,2,40,34558
54,2016,2,45,29830
54,2016,2,50,27690
54,2016,2,55,24628
54,2016,2,60,20331
54,2016,2,65,15675
54,2016,2,70,11627
54,2016,2,75,8677
54,2016,2,80,10919
54,2017,1,0,12480
54,2017,1,1,110486
54,2017,1,10,60273
54,2017,1,15,62937
54,2017,1,20,59585
54,2017,1,25,47263
54,2017,1,30,39803
54,2017,1,35,38263
54,2017,1,40,34392
54,2017,1,45,29256
54,2017,1,50,27317
54,2017,1,55,25115
54,2017,1,60,20874
54,2017,1,65,15667
54,2017,1,70,10768
54,2017,1,75,7168
54,2017,1,80,7079
54,2017,2,0,11768
54,2017,2,1,104036
54,2017,2,10,57324
54,2017,2,15,60256
54,2017,2,20,58003
54,2017,2,25,48054
54,2017,2,30,41613
54,2017,2,35,39861
54,2017,2,40,35660
54,2017,2,45,30450
54,2017,2,50,27907
54,2017,2,55,25271
54,2017,2,60,21032
54,2017,2,65,16376
54,2017,2,70,12079
54,2017,2,75,8914
54,2017,2,80,11441
54,2018,1,0,12438
54,2018,1,1,110843
54,2018,1,10,59739
54,2018,1,15,62216
54,2018,1,20,60387
54,2018,1,25,49490
54,2018,1,30,40334
54,2018,1,35,38438
54,2018,1,40,35385
54,2018,1,45,29948
54,2018,1,50,27330
54,2018,1,55,25556
54,2018,1,60,21467
54,2018,1,65,16357
54,2018,1,70,11192
54,2018,1,75,7376
54,2018,1,80,7350
54,2018,2,0,11728
54,2018,2,1,104418
54,2018,2,10,56657
54,2018,2,15,59470
54,2018,2,20,58434
54,2018,2,25,49928
54,2018,2,30,42137
54,2018,2,35,40123
54,2018,2,40,36732
54,2018,2,45,31193
54,2018,2,50,28117
54,2018,2,55,25854
54,2018,2,60,21721
54,2018,2,65,17096
54,2018,2,70,12581
54,2018,2,75,9168
54,2018,2,80,11974
54,2019,1,0,12392
54,2019,1,1,111196
54,2019,1,10,59317
54,2019,1,15,61386
54,2019,1,20,60810
54,2019,1,25,51711
54,2019,1,30,41154
54,2019,1,35,38561
54,2019,1,40,36261
54,2019,1,45,30776
54,2019,1,50,27402
54,2019,1,55,25906
54,2019,1,60,22037
54,2019,1,65,17041
54,2019,1,70,11672
54,2019,1,75,7605
54,2019,1,80,7632
54,2019,2,0,11684
54,2019,2,1,104837
54,2019,2,10,56072
54,2019,2,15,58595
54,2019,2,20,58555
54,2019,2,25,51736
54,2019,2,30,42897
54,2019,2,35,40327
54,2019,2,40,37702
54,2019,2,45,32055
54,2019,2,50,28379
54,2019,2,55,26349
54,2019,2,60,22399
54,2019,2,65,17822
54,2019,2,70,13133
54,2019,2,75,9455
54,2019,2,80,12506
54,2020,1,0,12342
54,2020,1,1,111528
54,2020,1,10,58974
54,2020,1,15,60553
54,2020,1,20,60888
54,2020,1,25,53722
54,2020,1,30,42333
54,2020,1,35,38700
54,2020,1,40,36967
54,2020,1,45,31710
54,2020,1,50,27614
54,2020,1,55,26129
54,2020,1,60,22595
54,2020,1,65,17702
54,2020,1,70,12208
54,2020,1,75,7859
54,2020,1,80,7923
54,2020,2,0,11635
54,2020,2,1,105255
54,2020,2,10,55571
54,2020,2,15,57714
54,2020,2,20,58394
54,2020,2,25,53316
54,2020,2,30,43936
54,2020,2,35,40547
54,2020,2,40,38509
54,2020,2,45,33021
54,2020,2,50,28744
54,2020,2,55,26730
54,2020,2,60,23081
54,2020,2,65,18536
54,2020,2,70,13732
54,2020,2,75,9781
54,2020,2,80,13045
54,2021,1,0,12287
54,2021,1,1,111117
54,2021,1,10,59415
54,2021,1,15,59792
54,2021,1,20,60639
54,2021,1,25,55375
54,2021,1,30,43948
54,2021,1,35,38905
54,2021,1,40,37464
54,2021,1,45,32728
54,2021,1,50,27977
54,2021,1,55,26249
54,2021,1,60,23132
54,2021,1,65,18333
54,2021,1,70,12785
54,2021,1,75,8144
54,2021,1,80,8229
54,2021,2,0,11582
54,2021,2,1,104852
54,2021,2,10,55975
54,2021,2,15,56862
54,2021,2,20,57998
54,2021,2,25,54517
54,2021,2,30,45340
54,2021,2,35,40817
54,2021,2,40,39102
54,2021,2,45,34080
54,2021,2,50,29233
54,2021,2,55,27017
54,2021,2,60,23746
54,2021,2,65,19242
54,2021,2,70,14364
54,2021,2,75,10155
54,2021,2,80,13591
54,2022,1,0,11081
54,2022,1,1,108455
54,2022,1,10,60878
54,2022,1,15,61254
54,2022,1,20,60139
54,2022,1,25,54549
54,2022,1,30,50056
54,2022,1,35,43386
54,2022,1,40,40496
